image_name,vendor,root,slice,is_IRF,is_SRF,is_PED
TRAIN021,Cirrus,..\RETOUCHdata\Cirrus\TRAIN021,47,0,0,0
TRAIN060,Topcon,..\RETOUCHdata\Topcon\TRAIN060,40,0,0,0
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,42,1,0,1
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,69,1,0,1
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,49,1,0,0
TRAIN020,Cirrus,..\RETOUCHdata\Cirrus\TRAIN020,26,0,1,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,122,0,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,105,0,1,1
TRAIN060,Topcon,..\RETOUCHdata\Topcon\TRAIN060,75,1,0,0
TRAIN035,Spectralis,..\RETOUCHdata\Spectralis\TRAIN035,24,0,1,1
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,73,0,1,1
TRAIN028,Spectralis,..\RETOUCHdata\Spectralis\TRAIN028,29,0,1,1
TRAIN009,Cirrus,..\RETOUCHdata\Cirrus\TRAIN009,114,0,0,0
TRAIN065,Topcon,..\RETOUCHdata\Topcon\TRAIN065,26,0,0,0
TRAIN009,Cirrus,..\RETOUCHdata\Cirrus\TRAIN009,98,0,0,0
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,96,0,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,126,0,0,0
TRAIN056,Topcon,..\RETOUCHdata\Topcon\TRAIN056,32,0,0,0
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,110,0,0,0
TRAIN019,Cirrus,..\RETOUCHdata\Cirrus\TRAIN019,74,1,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,51,1,0,0
TRAIN066,Topcon,..\RETOUCHdata\Topcon\TRAIN066,28,0,0,0
TRAIN029,Spectralis,..\RETOUCHdata\Spectralis\TRAIN029,9,0,0,0
TRAIN009,Cirrus,..\RETOUCHdata\Cirrus\TRAIN009,19,0,0,0
TRAIN055,Topcon,..\RETOUCHdata\Topcon\TRAIN055,56,0,0,1
TRAIN041,Spectralis,..\RETOUCHdata\Spectralis\TRAIN041,19,0,0,0
TRAIN031,Spectralis,..\RETOUCHdata\Spectralis\TRAIN031,36,0,0,1
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,52,0,1,0
TRAIN035,Spectralis,..\RETOUCHdata\Spectralis\TRAIN035,17,0,1,1
TRAIN031,Spectralis,..\RETOUCHdata\Spectralis\TRAIN031,39,0,0,0
TRAIN053,Topcon,..\RETOUCHdata\Topcon\TRAIN053,64,1,1,1
TRAIN009,Cirrus,..\RETOUCHdata\Cirrus\TRAIN009,11,0,0,0
TRAIN029,Spectralis,..\RETOUCHdata\Spectralis\TRAIN029,28,1,0,0
TRAIN065,Topcon,..\RETOUCHdata\Topcon\TRAIN065,38,1,0,0
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,13,0,0,0
TRAIN036,Spectralis,..\RETOUCHdata\Spectralis\TRAIN036,24,1,0,0
TRAIN009,Cirrus,..\RETOUCHdata\Cirrus\TRAIN009,41,0,0,0
TRAIN036,Spectralis,..\RETOUCHdata\Spectralis\TRAIN036,2,0,0,0
TRAIN035,Spectralis,..\RETOUCHdata\Spectralis\TRAIN035,45,0,1,1
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,11,0,0,0
TRAIN019,Cirrus,..\RETOUCHdata\Cirrus\TRAIN019,75,1,0,0
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,109,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,4,0,0,0
TRAIN058,Topcon,..\RETOUCHdata\Topcon\TRAIN058,30,0,0,0
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,50,1,0,0
TRAIN021,Cirrus,..\RETOUCHdata\Cirrus\TRAIN021,71,1,1,0
TRAIN020,Cirrus,..\RETOUCHdata\Cirrus\TRAIN020,94,1,1,1
TRAIN019,Cirrus,..\RETOUCHdata\Cirrus\TRAIN019,66,1,0,0
TRAIN023,Cirrus,..\RETOUCHdata\Cirrus\TRAIN023,126,0,0,0
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,30,0,0,0
TRAIN056,Topcon,..\RETOUCHdata\Topcon\TRAIN056,26,1,0,0
TRAIN070,Topcon,..\RETOUCHdata\Topcon\TRAIN070,8,0,0,0
TRAIN050,Topcon,..\RETOUCHdata\Topcon\TRAIN050,63,1,0,1
TRAIN019,Cirrus,..\RETOUCHdata\Cirrus\TRAIN019,6,0,0,0
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,41,1,1,1
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,71,1,1,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,6,0,0,0
TRAIN060,Topcon,..\RETOUCHdata\Topcon\TRAIN060,57,1,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,125,0,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,94,0,1,1
TRAIN055,Topcon,..\RETOUCHdata\Topcon\TRAIN055,9,0,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,17,1,0,0
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,82,0,0,1
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,56,1,1,0
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,13,0,0,0
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,34,0,1,0
TRAIN025,Spectralis,..\RETOUCHdata\Spectralis\TRAIN025,37,0,0,0
TRAIN008,Cirrus,..\RETOUCHdata\Cirrus\TRAIN008,42,0,0,0
TRAIN050,Topcon,..\RETOUCHdata\Topcon\TRAIN050,14,0,0,0
TRAIN070,Topcon,..\RETOUCHdata\Topcon\TRAIN070,9,0,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,90,0,1,1
TRAIN020,Cirrus,..\RETOUCHdata\Cirrus\TRAIN020,68,1,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,29,0,1,1
TRAIN036,Spectralis,..\RETOUCHdata\Spectralis\TRAIN036,40,1,0,0
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,8,0,0,0
TRAIN058,Topcon,..\RETOUCHdata\Topcon\TRAIN058,21,0,0,0
TRAIN047,Spectralis,..\RETOUCHdata\Spectralis\TRAIN047,43,0,0,0
TRAIN008,Cirrus,..\RETOUCHdata\Cirrus\TRAIN008,65,1,1,0
TRAIN047,Spectralis,..\RETOUCHdata\Spectralis\TRAIN047,30,0,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,84,0,1,1
TRAIN025,Spectralis,..\RETOUCHdata\Spectralis\TRAIN025,35,1,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,44,0,1,1
TRAIN005,Cirrus,..\RETOUCHdata\Cirrus\TRAIN005,43,0,1,1
TRAIN046,Spectralis,..\RETOUCHdata\Spectralis\TRAIN046,23,1,1,1
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,46,0,1,1
TRAIN006,Cirrus,..\RETOUCHdata\Cirrus\TRAIN006,40,1,0,0
TRAIN065,Topcon,..\RETOUCHdata\Topcon\TRAIN065,71,0,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,95,0,1,1
TRAIN058,Topcon,..\RETOUCHdata\Topcon\TRAIN058,118,0,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,89,0,1,1
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,68,0,1,1
TRAIN041,Spectralis,..\RETOUCHdata\Spectralis\TRAIN041,20,0,0,0
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,66,1,0,0
TRAIN058,Topcon,..\RETOUCHdata\Topcon\TRAIN058,32,0,0,0
TRAIN053,Topcon,..\RETOUCHdata\Topcon\TRAIN053,89,1,1,1
TRAIN020,Cirrus,..\RETOUCHdata\Cirrus\TRAIN020,72,1,1,0
TRAIN023,Cirrus,..\RETOUCHdata\Cirrus\TRAIN023,73,0,0,0
TRAIN008,Cirrus,..\RETOUCHdata\Cirrus\TRAIN008,15,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,124,0,0,0
TRAIN066,Topcon,..\RETOUCHdata\Topcon\TRAIN066,105,0,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,93,1,0,0
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,53,1,0,1
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,51,0,0,1
TRAIN035,Spectralis,..\RETOUCHdata\Spectralis\TRAIN035,26,0,1,1
TRAIN065,Topcon,..\RETOUCHdata\Topcon\TRAIN065,85,0,0,0
TRAIN032,Spectralis,..\RETOUCHdata\Spectralis\TRAIN032,38,1,1,0
TRAIN003,Cirrus,..\RETOUCHdata\Cirrus\TRAIN003,52,0,0,0
TRAIN065,Topcon,..\RETOUCHdata\Topcon\TRAIN065,100,0,0,0
TRAIN070,Topcon,..\RETOUCHdata\Topcon\TRAIN070,17,0,0,0
TRAIN050,Topcon,..\RETOUCHdata\Topcon\TRAIN050,23,0,0,0
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,64,1,1,1
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,33,1,0,0
TRAIN025,Spectralis,..\RETOUCHdata\Spectralis\TRAIN025,8,1,0,1
TRAIN050,Topcon,..\RETOUCHdata\Topcon\TRAIN050,30,0,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,3,0,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,109,0,0,0
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,42,1,1,1
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,54,1,1,1
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,51,0,0,0
TRAIN019,Cirrus,..\RETOUCHdata\Cirrus\TRAIN019,77,1,0,0
TRAIN058,Topcon,..\RETOUCHdata\Topcon\TRAIN058,106,0,0,0
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,17,0,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,87,0,1,1
TRAIN021,Cirrus,..\RETOUCHdata\Cirrus\TRAIN021,95,1,0,0
TRAIN060,Topcon,..\RETOUCHdata\Topcon\TRAIN060,106,0,0,0
TRAIN023,Cirrus,..\RETOUCHdata\Cirrus\TRAIN023,106,0,0,0
TRAIN050,Topcon,..\RETOUCHdata\Topcon\TRAIN050,92,0,0,0
TRAIN005,Cirrus,..\RETOUCHdata\Cirrus\TRAIN005,39,0,1,1
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,120,0,0,0
TRAIN029,Spectralis,..\RETOUCHdata\Spectralis\TRAIN029,14,0,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,102,0,1,1
TRAIN023,Cirrus,..\RETOUCHdata\Cirrus\TRAIN023,100,0,0,0
TRAIN058,Topcon,..\RETOUCHdata\Topcon\TRAIN058,3,0,0,0
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,80,1,0,0
TRAIN008,Cirrus,..\RETOUCHdata\Cirrus\TRAIN008,32,0,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,32,1,1,1
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,59,1,1,1
TRAIN020,Cirrus,..\RETOUCHdata\Cirrus\TRAIN020,8,0,1,0
TRAIN041,Spectralis,..\RETOUCHdata\Spectralis\TRAIN041,48,0,0,0
TRAIN006,Cirrus,..\RETOUCHdata\Cirrus\TRAIN006,28,0,0,0
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,18,0,0,0
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,43,0,1,1
TRAIN021,Cirrus,..\RETOUCHdata\Cirrus\TRAIN021,34,0,0,0
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,112,0,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,121,0,1,0
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,47,1,0,0
TRAIN029,Spectralis,..\RETOUCHdata\Spectralis\TRAIN029,36,0,0,0
TRAIN008,Cirrus,..\RETOUCHdata\Cirrus\TRAIN008,37,1,0,0
TRAIN031,Spectralis,..\RETOUCHdata\Spectralis\TRAIN031,27,0,0,1
TRAIN008,Cirrus,..\RETOUCHdata\Cirrus\TRAIN008,61,1,1,0
TRAIN066,Topcon,..\RETOUCHdata\Topcon\TRAIN066,89,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,16,0,0,0
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,1,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,47,0,0,0
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,74,0,0,1
TRAIN049,Topcon,..\RETOUCHdata\Topcon\TRAIN049,54,0,1,1
TRAIN008,Cirrus,..\RETOUCHdata\Cirrus\TRAIN008,74,1,0,0
TRAIN029,Spectralis,..\RETOUCHdata\Spectralis\TRAIN029,46,0,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,45,1,0,0
TRAIN060,Topcon,..\RETOUCHdata\Topcon\TRAIN060,125,0,0,0
TRAIN003,Cirrus,..\RETOUCHdata\Cirrus\TRAIN003,18,0,0,0
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,3,0,0,0
TRAIN038,Spectralis,..\RETOUCHdata\Spectralis\TRAIN038,13,0,1,1
TRAIN060,Topcon,..\RETOUCHdata\Topcon\TRAIN060,51,1,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,19,0,0,0
TRAIN008,Cirrus,..\RETOUCHdata\Cirrus\TRAIN008,30,1,0,0
TRAIN053,Topcon,..\RETOUCHdata\Topcon\TRAIN053,104,1,1,1
TRAIN053,Topcon,..\RETOUCHdata\Topcon\TRAIN053,65,1,1,1
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,105,0,0,0
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,95,0,0,0
TRAIN060,Topcon,..\RETOUCHdata\Topcon\TRAIN060,120,0,0,0
TRAIN006,Cirrus,..\RETOUCHdata\Cirrus\TRAIN006,51,1,0,0
TRAIN005,Cirrus,..\RETOUCHdata\Cirrus\TRAIN005,109,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,21,0,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,54,1,1,1
TRAIN032,Spectralis,..\RETOUCHdata\Spectralis\TRAIN032,11,1,1,0
TRAIN023,Cirrus,..\RETOUCHdata\Cirrus\TRAIN023,105,0,0,0
TRAIN049,Topcon,..\RETOUCHdata\Topcon\TRAIN049,95,0,0,0
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,20,0,0,0
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,64,1,1,1
TRAIN031,Spectralis,..\RETOUCHdata\Spectralis\TRAIN031,7,0,0,0
TRAIN028,Spectralis,..\RETOUCHdata\Spectralis\TRAIN028,31,0,1,0
TRAIN065,Topcon,..\RETOUCHdata\Topcon\TRAIN065,80,0,0,0
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,9,0,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,30,1,1,1
TRAIN003,Cirrus,..\RETOUCHdata\Cirrus\TRAIN003,40,0,0,0
TRAIN070,Topcon,..\RETOUCHdata\Topcon\TRAIN070,30,0,0,0
TRAIN036,Spectralis,..\RETOUCHdata\Spectralis\TRAIN036,35,1,0,0
TRAIN003,Cirrus,..\RETOUCHdata\Cirrus\TRAIN003,66,1,0,0
TRAIN053,Topcon,..\RETOUCHdata\Topcon\TRAIN053,91,1,1,1
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,10,0,0,0
TRAIN065,Topcon,..\RETOUCHdata\Topcon\TRAIN065,74,0,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,19,1,0,0
TRAIN066,Topcon,..\RETOUCHdata\Topcon\TRAIN066,90,0,0,0
TRAIN037,Spectralis,..\RETOUCHdata\Spectralis\TRAIN037,1,1,0,0
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,60,1,0,0
TRAIN060,Topcon,..\RETOUCHdata\Topcon\TRAIN060,82,0,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,47,0,1,1
TRAIN056,Topcon,..\RETOUCHdata\Topcon\TRAIN056,45,0,0,0
TRAIN005,Cirrus,..\RETOUCHdata\Cirrus\TRAIN005,90,0,1,1
TRAIN070,Topcon,..\RETOUCHdata\Topcon\TRAIN070,2,0,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,47,0,1,1
TRAIN021,Cirrus,..\RETOUCHdata\Cirrus\TRAIN021,104,0,0,0
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,117,0,0,0
TRAIN003,Cirrus,..\RETOUCHdata\Cirrus\TRAIN003,34,0,0,0
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,70,0,0,1
TRAIN005,Cirrus,..\RETOUCHdata\Cirrus\TRAIN005,49,0,0,1
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,70,1,0,0
TRAIN035,Spectralis,..\RETOUCHdata\Spectralis\TRAIN035,40,0,1,1
TRAIN030,Spectralis,..\RETOUCHdata\Spectralis\TRAIN030,21,1,1,1
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,4,0,0,0
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,46,1,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,31,1,1,1
TRAIN066,Topcon,..\RETOUCHdata\Topcon\TRAIN066,103,0,0,0
TRAIN055,Topcon,..\RETOUCHdata\Topcon\TRAIN055,125,0,0,0
TRAIN023,Cirrus,..\RETOUCHdata\Cirrus\TRAIN023,19,0,0,0
TRAIN036,Spectralis,..\RETOUCHdata\Spectralis\TRAIN036,28,1,0,0
TRAIN065,Topcon,..\RETOUCHdata\Topcon\TRAIN065,4,0,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,61,1,1,0
TRAIN066,Topcon,..\RETOUCHdata\Topcon\TRAIN066,47,1,0,0
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,119,0,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,13,0,0,0
TRAIN006,Cirrus,..\RETOUCHdata\Cirrus\TRAIN006,65,1,0,0
TRAIN055,Topcon,..\RETOUCHdata\Topcon\TRAIN055,10,0,0,0
