image_name,vendor,root,slice,is_IRF,is_SRF,is_PED
TRAIN019,Cirrus,..\RETOUCHdata\Cirrus\TRAIN019,29,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,47,0,0,0
TRAIN041,Spectralis,..\RETOUCHdata\Spectralis\TRAIN041,4,0,0,0
TRAIN052,Topcon,..\RETOUCHdata\Topcon\TRAIN052,120,0,0,0
TRAIN070,Topcon,..\RETOUCHdata\Topcon\TRAIN070,32,0,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,70,1,0,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,66,1,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,41,1,1,1
TRAIN069,Topcon,..\RETOUCHdata\Topcon\TRAIN069,24,0,0,0
TRAIN070,Topcon,..\RETOUCHdata\Topcon\TRAIN070,126,0,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,20,0,0,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,80,1,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,52,1,1,1
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,21,0,0,0
TRAIN060,Topcon,..\RETOUCHdata\Topcon\TRAIN060,15,0,0,0
TRAIN059,Topcon,..\RETOUCHdata\Topcon\TRAIN059,8,0,0,0
TRAIN049,Topcon,..\RETOUCHdata\Topcon\TRAIN049,64,0,0,1
TRAIN024,Cirrus,..\RETOUCHdata\Cirrus\TRAIN024,37,0,0,0
TRAIN024,Cirrus,..\RETOUCHdata\Cirrus\TRAIN024,103,0,0,0
TRAIN008,Cirrus,..\RETOUCHdata\Cirrus\TRAIN008,18,0,0,0
TRAIN018,Cirrus,..\RETOUCHdata\Cirrus\TRAIN018,127,0,0,0
TRAIN044,Spectralis,..\RETOUCHdata\Spectralis\TRAIN044,12,1,1,1
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,39,0,1,0
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,48,1,0,1
TRAIN032,Spectralis,..\RETOUCHdata\Spectralis\TRAIN032,21,1,1,0
TRAIN044,Spectralis,..\RETOUCHdata\Spectralis\TRAIN044,48,0,1,0
TRAIN040,Spectralis,..\RETOUCHdata\Spectralis\TRAIN040,46,0,0,0
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,126,0,0,0
TRAIN059,Topcon,..\RETOUCHdata\Topcon\TRAIN059,107,0,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,31,0,1,1
TRAIN023,Cirrus,..\RETOUCHdata\Cirrus\TRAIN023,41,0,0,0
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,126,0,0,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,105,0,0,0
TRAIN043,Spectralis,..\RETOUCHdata\Spectralis\TRAIN043,33,0,1,1
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,24,0,0,1
TRAIN025,Spectralis,..\RETOUCHdata\Spectralis\TRAIN025,47,0,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,51,0,0,1
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,63,0,1,1
TRAIN008,Cirrus,..\RETOUCHdata\Cirrus\TRAIN008,32,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,29,0,0,0
TRAIN052,Topcon,..\RETOUCHdata\Topcon\TRAIN052,80,1,0,0
TRAIN023,Cirrus,..\RETOUCHdata\Cirrus\TRAIN023,43,0,0,0
TRAIN021,Cirrus,..\RETOUCHdata\Cirrus\TRAIN021,73,1,1,0
TRAIN069,Topcon,..\RETOUCHdata\Topcon\TRAIN069,85,0,0,1
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,120,0,0,0
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,34,0,1,0
TRAIN053,Topcon,..\RETOUCHdata\Topcon\TRAIN053,7,0,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,67,0,0,1
TRAIN037,Spectralis,..\RETOUCHdata\Spectralis\TRAIN037,6,1,0,0
TRAIN050,Topcon,..\RETOUCHdata\Topcon\TRAIN050,90,0,0,1
TRAIN049,Topcon,..\RETOUCHdata\Topcon\TRAIN049,60,0,1,1
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,11,0,0,0
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,80,0,0,0
TRAIN024,Cirrus,..\RETOUCHdata\Cirrus\TRAIN024,34,0,0,0
TRAIN069,Topcon,..\RETOUCHdata\Topcon\TRAIN069,11,0,0,0
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,94,1,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,118,0,1,0
TRAIN052,Topcon,..\RETOUCHdata\Topcon\TRAIN052,95,0,0,0
TRAIN065,Topcon,..\RETOUCHdata\Topcon\TRAIN065,82,0,0,0
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,9,0,0,0
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,111,0,0,0
TRAIN019,Cirrus,..\RETOUCHdata\Cirrus\TRAIN019,24,0,0,0
TRAIN060,Topcon,..\RETOUCHdata\Topcon\TRAIN060,45,1,0,0
TRAIN053,Topcon,..\RETOUCHdata\Topcon\TRAIN053,86,1,1,1
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,96,1,0,0
TRAIN060,Topcon,..\RETOUCHdata\Topcon\TRAIN060,59,1,0,0
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,122,0,0,0
TRAIN037,Spectralis,..\RETOUCHdata\Spectralis\TRAIN037,1,1,0,0
TRAIN054,Topcon,..\RETOUCHdata\Topcon\TRAIN054,101,0,0,0
TRAIN019,Cirrus,..\RETOUCHdata\Cirrus\TRAIN019,21,0,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,19,0,0,0
TRAIN032,Spectralis,..\RETOUCHdata\Spectralis\TRAIN032,48,1,0,0
TRAIN070,Topcon,..\RETOUCHdata\Topcon\TRAIN070,55,1,0,0
TRAIN059,Topcon,..\RETOUCHdata\Topcon\TRAIN059,85,1,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,23,0,0,0
TRAIN008,Cirrus,..\RETOUCHdata\Cirrus\TRAIN008,82,1,0,0
TRAIN052,Topcon,..\RETOUCHdata\Topcon\TRAIN052,103,0,0,0
TRAIN031,Spectralis,..\RETOUCHdata\Spectralis\TRAIN031,6,0,0,0
TRAIN046,Spectralis,..\RETOUCHdata\Spectralis\TRAIN046,0,0,0,0
TRAIN052,Topcon,..\RETOUCHdata\Topcon\TRAIN052,111,0,0,0
TRAIN037,Spectralis,..\RETOUCHdata\Spectralis\TRAIN037,48,1,0,0
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,79,1,0,0
TRAIN060,Topcon,..\RETOUCHdata\Topcon\TRAIN060,16,0,0,0
TRAIN059,Topcon,..\RETOUCHdata\Topcon\TRAIN059,100,1,0,0
TRAIN065,Topcon,..\RETOUCHdata\Topcon\TRAIN065,15,0,0,0
TRAIN028,Spectralis,..\RETOUCHdata\Spectralis\TRAIN028,31,0,1,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,53,1,1,1
TRAIN049,Topcon,..\RETOUCHdata\Topcon\TRAIN049,118,0,0,0
TRAIN069,Topcon,..\RETOUCHdata\Topcon\TRAIN069,91,0,0,1
TRAIN018,Cirrus,..\RETOUCHdata\Cirrus\TRAIN018,8,0,0,0
TRAIN034,Spectralis,..\RETOUCHdata\Spectralis\TRAIN034,24,1,0,0
TRAIN025,Spectralis,..\RETOUCHdata\Spectralis\TRAIN025,44,0,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,12,0,0,0
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,113,1,0,0
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,1,0,0,0
TRAIN043,Spectralis,..\RETOUCHdata\Spectralis\TRAIN043,13,0,1,1
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,122,0,1,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,91,0,1,1
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,44,0,1,1
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,15,0,0,0
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,37,0,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,120,0,0,0
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,52,1,0,1
TRAIN037,Spectralis,..\RETOUCHdata\Spectralis\TRAIN037,30,1,1,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,54,1,0,0
TRAIN043,Spectralis,..\RETOUCHdata\Spectralis\TRAIN043,35,0,1,1
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,59,1,1,1
TRAIN049,Topcon,..\RETOUCHdata\Topcon\TRAIN049,38,0,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,115,0,0,1
TRAIN040,Spectralis,..\RETOUCHdata\Spectralis\TRAIN040,42,0,0,0
TRAIN065,Topcon,..\RETOUCHdata\Topcon\TRAIN065,45,1,0,0
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,80,1,0,0
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,30,0,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,34,1,1,1
TRAIN019,Cirrus,..\RETOUCHdata\Cirrus\TRAIN019,13,0,0,0
TRAIN053,Topcon,..\RETOUCHdata\Topcon\TRAIN053,44,1,1,1
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,21,0,0,0
TRAIN069,Topcon,..\RETOUCHdata\Topcon\TRAIN069,15,0,0,0
TRAIN024,Cirrus,..\RETOUCHdata\Cirrus\TRAIN024,6,0,0,0
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,121,1,0,0
TRAIN052,Topcon,..\RETOUCHdata\Topcon\TRAIN052,125,0,0,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,27,1,0,0
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,55,1,1,0
TRAIN040,Spectralis,..\RETOUCHdata\Spectralis\TRAIN040,12,1,0,0
TRAIN021,Cirrus,..\RETOUCHdata\Cirrus\TRAIN021,121,0,0,0
TRAIN029,Spectralis,..\RETOUCHdata\Spectralis\TRAIN029,1,0,0,0
TRAIN023,Cirrus,..\RETOUCHdata\Cirrus\TRAIN023,50,0,0,1
TRAIN037,Spectralis,..\RETOUCHdata\Spectralis\TRAIN037,10,1,0,0
TRAIN044,Spectralis,..\RETOUCHdata\Spectralis\TRAIN044,3,0,1,0
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,112,0,0,0
TRAIN050,Topcon,..\RETOUCHdata\Topcon\TRAIN050,100,0,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,10,0,0,0
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,28,0,0,1
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,122,0,0,0
TRAIN008,Cirrus,..\RETOUCHdata\Cirrus\TRAIN008,26,1,0,0
TRAIN023,Cirrus,..\RETOUCHdata\Cirrus\TRAIN023,20,0,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,51,1,0,0
TRAIN032,Spectralis,..\RETOUCHdata\Spectralis\TRAIN032,40,1,1,0
TRAIN041,Spectralis,..\RETOUCHdata\Spectralis\TRAIN041,24,0,0,0
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,12,0,0,0
TRAIN031,Spectralis,..\RETOUCHdata\Spectralis\TRAIN031,1,0,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,17,0,0,0
TRAIN044,Spectralis,..\RETOUCHdata\Spectralis\TRAIN044,42,0,1,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,31,1,1,1
TRAIN065,Topcon,..\RETOUCHdata\Topcon\TRAIN065,56,1,0,0
TRAIN031,Spectralis,..\RETOUCHdata\Spectralis\TRAIN031,38,0,0,0
TRAIN024,Cirrus,..\RETOUCHdata\Cirrus\TRAIN024,52,0,0,1
TRAIN026,Spectralis,..\RETOUCHdata\Spectralis\TRAIN026,27,1,0,0
TRAIN060,Topcon,..\RETOUCHdata\Topcon\TRAIN060,70,1,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,22,0,0,0
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,22,0,0,0
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,44,0,1,0
TRAIN018,Cirrus,..\RETOUCHdata\Cirrus\TRAIN018,54,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,38,0,0,0
TRAIN035,Spectralis,..\RETOUCHdata\Spectralis\TRAIN035,14,0,1,1
TRAIN044,Spectralis,..\RETOUCHdata\Spectralis\TRAIN044,8,1,1,1
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,90,1,0,1
TRAIN019,Cirrus,..\RETOUCHdata\Cirrus\TRAIN019,99,0,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,125,0,0,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,65,1,0,0
TRAIN023,Cirrus,..\RETOUCHdata\Cirrus\TRAIN023,117,0,0,0
TRAIN019,Cirrus,..\RETOUCHdata\Cirrus\TRAIN019,18,0,0,0
TRAIN028,Spectralis,..\RETOUCHdata\Spectralis\TRAIN028,48,0,0,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,87,1,0,0
TRAIN034,Spectralis,..\RETOUCHdata\Spectralis\TRAIN034,39,1,0,0
TRAIN021,Cirrus,..\RETOUCHdata\Cirrus\TRAIN021,52,1,0,0
TRAIN060,Topcon,..\RETOUCHdata\Topcon\TRAIN060,124,0,0,0
TRAIN018,Cirrus,..\RETOUCHdata\Cirrus\TRAIN018,50,0,0,0
TRAIN053,Topcon,..\RETOUCHdata\Topcon\TRAIN053,87,1,1,1
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,88,0,0,1
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,24,0,0,0
TRAIN008,Cirrus,..\RETOUCHdata\Cirrus\TRAIN008,77,1,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,51,0,0,0
TRAIN021,Cirrus,..\RETOUCHdata\Cirrus\TRAIN021,16,0,0,0
TRAIN052,Topcon,..\RETOUCHdata\Topcon\TRAIN052,16,0,0,0
TRAIN021,Cirrus,..\RETOUCHdata\Cirrus\TRAIN021,107,0,0,0
TRAIN054,Topcon,..\RETOUCHdata\Topcon\TRAIN054,44,1,0,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,125,0,0,0
TRAIN050,Topcon,..\RETOUCHdata\Topcon\TRAIN050,58,1,0,1
TRAIN008,Cirrus,..\RETOUCHdata\Cirrus\TRAIN008,114,0,0,0
TRAIN029,Spectralis,..\RETOUCHdata\Spectralis\TRAIN029,20,1,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,8,0,0,0
TRAIN053,Topcon,..\RETOUCHdata\Topcon\TRAIN053,94,1,1,1
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,89,0,0,0
TRAIN034,Spectralis,..\RETOUCHdata\Spectralis\TRAIN034,25,1,0,0
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,106,0,0,0
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,42,0,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,34,0,1,1
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,110,0,1,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,30,1,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,10,0,0,0
TRAIN069,Topcon,..\RETOUCHdata\Topcon\TRAIN069,107,0,0,0
TRAIN049,Topcon,..\RETOUCHdata\Topcon\TRAIN049,62,0,0,1
TRAIN052,Topcon,..\RETOUCHdata\Topcon\TRAIN052,68,1,0,0
TRAIN019,Cirrus,..\RETOUCHdata\Cirrus\TRAIN019,93,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,56,1,0,0
TRAIN024,Cirrus,..\RETOUCHdata\Cirrus\TRAIN024,71,0,0,1
TRAIN026,Spectralis,..\RETOUCHdata\Spectralis\TRAIN026,47,0,0,0
TRAIN021,Cirrus,..\RETOUCHdata\Cirrus\TRAIN021,46,0,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,30,0,1,1
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,69,0,0,1
TRAIN046,Spectralis,..\RETOUCHdata\Spectralis\TRAIN046,12,0,0,1
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,110,1,0,0
TRAIN021,Cirrus,..\RETOUCHdata\Cirrus\TRAIN021,57,1,0,0
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,55,0,0,1
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,84,1,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,83,1,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,84,1,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,49,1,1,1
TRAIN054,Topcon,..\RETOUCHdata\Topcon\TRAIN054,126,0,0,0
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,103,0,0,0
TRAIN026,Spectralis,..\RETOUCHdata\Spectralis\TRAIN026,38,0,0,0
TRAIN069,Topcon,..\RETOUCHdata\Topcon\TRAIN069,49,0,0,1
TRAIN054,Topcon,..\RETOUCHdata\Topcon\TRAIN054,108,0,0,0
TRAIN053,Topcon,..\RETOUCHdata\Topcon\TRAIN053,106,1,1,1
TRAIN054,Topcon,..\RETOUCHdata\Topcon\TRAIN054,21,0,0,0
TRAIN059,Topcon,..\RETOUCHdata\Topcon\TRAIN059,26,1,0,0
TRAIN023,Cirrus,..\RETOUCHdata\Cirrus\TRAIN023,26,0,0,0
TRAIN049,Topcon,..\RETOUCHdata\Topcon\TRAIN049,14,0,0,0
TRAIN050,Topcon,..\RETOUCHdata\Topcon\TRAIN050,126,0,0,0
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,115,0,0,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,113,0,0,0
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,53,1,0,0
TRAIN053,Topcon,..\RETOUCHdata\Topcon\TRAIN053,54,1,1,1
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,40,1,1,1
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,23,1,0,0
TRAIN024,Cirrus,..\RETOUCHdata\Cirrus\TRAIN024,47,0,0,1
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,60,1,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,84,0,1,1
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,104,0,1,1
TRAIN021,Cirrus,..\RETOUCHdata\Cirrus\TRAIN021,21,0,0,0
TRAIN017,Cirrus,..\RETOUCHdata\Cirrus\TRAIN017,85,1,0,1
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,14,0,1,1
TRAIN057,Topcon,..\RETOUCHdata\Topcon\TRAIN057,33,0,1,1
TRAIN060,Topcon,..\RETOUCHdata\Topcon\TRAIN060,66,1,0,0
TRAIN053,Topcon,..\RETOUCHdata\Topcon\TRAIN053,49,1,1,1
TRAIN026,Spectralis,..\RETOUCHdata\Spectralis\TRAIN026,21,1,0,0
TRAIN031,Spectralis,..\RETOUCHdata\Spectralis\TRAIN031,43,0,0,0
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,73,1,0,0
TRAIN070,Topcon,..\RETOUCHdata\Topcon\TRAIN070,22,0,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,90,0,1,1
TRAIN065,Topcon,..\RETOUCHdata\Topcon\TRAIN065,39,1,0,0
TRAIN070,Topcon,..\RETOUCHdata\Topcon\TRAIN070,127,0,0,0
