image_name,vendor,root,slice,is_IRF,is_SRF,is_PED
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,107,0,1,1
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,49,0,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,120,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,29,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,23,0,0,0
TRAIN032,Spectralis,..\RETOUCHdata\Spectralis\TRAIN032,32,1,1,0
TRAIN044,Spectralis,..\RETOUCHdata\Spectralis\TRAIN044,32,0,1,1
TRAIN056,Topcon,..\RETOUCHdata\Topcon\TRAIN056,33,0,0,0
TRAIN043,Spectralis,..\RETOUCHdata\Spectralis\TRAIN043,9,0,0,0
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,38,0,0,0
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,101,1,0,0
TRAIN005,Cirrus,..\RETOUCHdata\Cirrus\TRAIN005,109,0,0,0
TRAIN034,Spectralis,..\RETOUCHdata\Spectralis\TRAIN034,28,1,0,0
TRAIN069,Topcon,..\RETOUCHdata\Topcon\TRAIN069,30,0,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,105,0,1,1
TRAIN028,Spectralis,..\RETOUCHdata\Spectralis\TRAIN028,17,0,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,87,0,1,1
TRAIN069,Topcon,..\RETOUCHdata\Topcon\TRAIN069,127,0,0,0
TRAIN006,Cirrus,..\RETOUCHdata\Cirrus\TRAIN006,40,1,0,0
TRAIN020,Cirrus,..\RETOUCHdata\Cirrus\TRAIN020,39,0,1,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,21,0,0,0
TRAIN049,Topcon,..\RETOUCHdata\Topcon\TRAIN049,94,0,1,0
TRAIN020,Cirrus,..\RETOUCHdata\Cirrus\TRAIN020,105,0,1,1
TRAIN055,Topcon,..\RETOUCHdata\Topcon\TRAIN055,115,0,0,0
TRAIN009,Cirrus,..\RETOUCHdata\Cirrus\TRAIN009,12,0,0,0
TRAIN058,Topcon,..\RETOUCHdata\Topcon\TRAIN058,24,0,0,0
TRAIN009,Cirrus,..\RETOUCHdata\Cirrus\TRAIN009,36,0,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,79,0,1,1
TRAIN055,Topcon,..\RETOUCHdata\Topcon\TRAIN055,124,0,0,0
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,76,0,1,1
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,8,0,0,0
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,102,0,1,0
TRAIN043,Spectralis,..\RETOUCHdata\Spectralis\TRAIN043,45,0,0,0
TRAIN018,Cirrus,..\RETOUCHdata\Cirrus\TRAIN018,30,0,0,0
TRAIN054,Topcon,..\RETOUCHdata\Topcon\TRAIN054,107,0,0,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,94,0,0,0
TRAIN055,Topcon,..\RETOUCHdata\Topcon\TRAIN055,1,0,0,0
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,79,1,0,1
TRAIN005,Cirrus,..\RETOUCHdata\Cirrus\TRAIN005,93,0,1,1
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,122,0,1,0
TRAIN038,Spectralis,..\RETOUCHdata\Spectralis\TRAIN038,8,0,1,1
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,1,1,0,0
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,32,0,0,0
TRAIN046,Spectralis,..\RETOUCHdata\Spectralis\TRAIN046,6,0,0,0
TRAIN032,Spectralis,..\RETOUCHdata\Spectralis\TRAIN032,6,1,0,0
TRAIN059,Topcon,..\RETOUCHdata\Topcon\TRAIN059,80,1,0,0
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,81,1,1,1
TRAIN003,Cirrus,..\RETOUCHdata\Cirrus\TRAIN003,34,0,0,0
TRAIN041,Spectralis,..\RETOUCHdata\Spectralis\TRAIN041,6,0,0,0
TRAIN020,Cirrus,..\RETOUCHdata\Cirrus\TRAIN020,76,1,1,0
TRAIN055,Topcon,..\RETOUCHdata\Topcon\TRAIN055,127,0,0,0
TRAIN055,Topcon,..\RETOUCHdata\Topcon\TRAIN055,53,0,0,1
TRAIN058,Topcon,..\RETOUCHdata\Topcon\TRAIN058,56,0,0,1
TRAIN038,Spectralis,..\RETOUCHdata\Spectralis\TRAIN038,38,0,1,0
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,1,0,0,0
TRAIN028,Spectralis,..\RETOUCHdata\Spectralis\TRAIN028,27,0,1,1
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,58,1,1,0
TRAIN052,Topcon,..\RETOUCHdata\Topcon\TRAIN052,17,0,0,0
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,55,0,1,0
TRAIN066,Topcon,..\RETOUCHdata\Topcon\TRAIN066,7,0,0,0
TRAIN006,Cirrus,..\RETOUCHdata\Cirrus\TRAIN006,30,0,0,0
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,21,0,0,0
TRAIN032,Spectralis,..\RETOUCHdata\Spectralis\TRAIN032,48,1,0,0
TRAIN050,Topcon,..\RETOUCHdata\Topcon\TRAIN050,103,0,0,0
TRAIN050,Topcon,..\RETOUCHdata\Topcon\TRAIN050,114,0,0,0
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,41,0,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,84,1,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,51,0,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,30,1,1,1
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,124,0,0,0
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,40,0,1,0
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,3,0,0,0
TRAIN009,Cirrus,..\RETOUCHdata\Cirrus\TRAIN009,110,0,0,0
TRAIN069,Topcon,..\RETOUCHdata\Topcon\TRAIN069,75,0,0,1
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,66,1,1,0
TRAIN058,Topcon,..\RETOUCHdata\Topcon\TRAIN058,8,0,0,0
TRAIN055,Topcon,..\RETOUCHdata\Topcon\TRAIN055,104,0,0,0
TRAIN034,Spectralis,..\RETOUCHdata\Spectralis\TRAIN034,10,0,0,0
TRAIN009,Cirrus,..\RETOUCHdata\Cirrus\TRAIN009,107,0,0,0
TRAIN045,Spectralis,..\RETOUCHdata\Spectralis\TRAIN045,10,0,0,0
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,7,0,0,0
TRAIN058,Topcon,..\RETOUCHdata\Topcon\TRAIN058,93,0,0,0
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,118,0,0,0
TRAIN020,Cirrus,..\RETOUCHdata\Cirrus\TRAIN020,54,1,1,1
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,38,0,0,0
TRAIN030,Spectralis,..\RETOUCHdata\Spectralis\TRAIN030,11,0,0,1
TRAIN056,Topcon,..\RETOUCHdata\Topcon\TRAIN056,60,0,0,0
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,5,0,0,0
TRAIN049,Topcon,..\RETOUCHdata\Topcon\TRAIN049,60,0,1,1
TRAIN066,Topcon,..\RETOUCHdata\Topcon\TRAIN066,44,1,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,125,0,0,0
TRAIN009,Cirrus,..\RETOUCHdata\Cirrus\TRAIN009,19,0,0,0
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,63,1,0,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,11,1,0,0
TRAIN043,Spectralis,..\RETOUCHdata\Spectralis\TRAIN043,40,0,0,0
TRAIN052,Topcon,..\RETOUCHdata\Topcon\TRAIN052,28,0,0,0
TRAIN050,Topcon,..\RETOUCHdata\Topcon\TRAIN050,28,0,0,0
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,35,0,0,0
TRAIN069,Topcon,..\RETOUCHdata\Topcon\TRAIN069,59,0,0,1
TRAIN045,Spectralis,..\RETOUCHdata\Spectralis\TRAIN045,15,0,0,0
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,37,0,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,97,0,1,1
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,69,1,0,1
TRAIN009,Cirrus,..\RETOUCHdata\Cirrus\TRAIN009,121,0,0,0
TRAIN040,Spectralis,..\RETOUCHdata\Spectralis\TRAIN040,2,1,0,0
TRAIN046,Spectralis,..\RETOUCHdata\Spectralis\TRAIN046,15,1,0,1
TRAIN054,Topcon,..\RETOUCHdata\Topcon\TRAIN054,11,0,0,0
TRAIN034,Spectralis,..\RETOUCHdata\Spectralis\TRAIN034,26,1,0,0
TRAIN054,Topcon,..\RETOUCHdata\Topcon\TRAIN054,39,1,0,0
TRAIN009,Cirrus,..\RETOUCHdata\Cirrus\TRAIN009,16,0,0,0
TRAIN005,Cirrus,..\RETOUCHdata\Cirrus\TRAIN005,84,0,0,1
TRAIN026,Spectralis,..\RETOUCHdata\Spectralis\TRAIN026,47,0,0,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,9,0,1,0
TRAIN066,Topcon,..\RETOUCHdata\Topcon\TRAIN066,110,0,0,0
TRAIN018,Cirrus,..\RETOUCHdata\Cirrus\TRAIN018,70,0,0,0
TRAIN024,Cirrus,..\RETOUCHdata\Cirrus\TRAIN024,124,0,0,0
TRAIN024,Cirrus,..\RETOUCHdata\Cirrus\TRAIN024,104,0,0,0
TRAIN020,Cirrus,..\RETOUCHdata\Cirrus\TRAIN020,114,0,1,1
TRAIN018,Cirrus,..\RETOUCHdata\Cirrus\TRAIN018,105,0,0,0
TRAIN055,Topcon,..\RETOUCHdata\Topcon\TRAIN055,66,0,0,1
TRAIN058,Topcon,..\RETOUCHdata\Topcon\TRAIN058,83,0,0,0
TRAIN024,Cirrus,..\RETOUCHdata\Cirrus\TRAIN024,105,0,0,0
TRAIN024,Cirrus,..\RETOUCHdata\Cirrus\TRAIN024,53,0,0,1
TRAIN052,Topcon,..\RETOUCHdata\Topcon\TRAIN052,15,0,0,0
TRAIN058,Topcon,..\RETOUCHdata\Topcon\TRAIN058,38,0,0,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,48,1,0,0
TRAIN052,Topcon,..\RETOUCHdata\Topcon\TRAIN052,98,0,0,0
TRAIN003,Cirrus,..\RETOUCHdata\Cirrus\TRAIN003,52,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,68,1,1,0
TRAIN043,Spectralis,..\RETOUCHdata\Spectralis\TRAIN043,7,0,0,0
TRAIN040,Spectralis,..\RETOUCHdata\Spectralis\TRAIN040,35,0,0,0
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,95,0,1,1
TRAIN026,Spectralis,..\RETOUCHdata\Spectralis\TRAIN026,44,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,16,0,0,0
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,27,0,0,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,102,0,0,0
TRAIN045,Spectralis,..\RETOUCHdata\Spectralis\TRAIN045,11,0,0,0
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,86,0,0,1
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,9,0,0,0
TRAIN049,Topcon,..\RETOUCHdata\Topcon\TRAIN049,29,0,0,0
TRAIN006,Cirrus,..\RETOUCHdata\Cirrus\TRAIN006,124,0,0,0
TRAIN051,Topcon,..\RETOUCHdata\Topcon\TRAIN051,0,0,0,0
TRAIN018,Cirrus,..\RETOUCHdata\Cirrus\TRAIN018,52,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,110,1,0,0
TRAIN003,Cirrus,..\RETOUCHdata\Cirrus\TRAIN003,42,0,0,0
TRAIN020,Cirrus,..\RETOUCHdata\Cirrus\TRAIN020,119,0,0,1
TRAIN018,Cirrus,..\RETOUCHdata\Cirrus\TRAIN018,9,0,0,0
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,104,0,1,0
TRAIN030,Spectralis,..\RETOUCHdata\Spectralis\TRAIN030,30,1,1,1
TRAIN029,Spectralis,..\RETOUCHdata\Spectralis\TRAIN029,7,0,0,0
TRAIN069,Topcon,..\RETOUCHdata\Topcon\TRAIN069,37,0,0,1
TRAIN003,Cirrus,..\RETOUCHdata\Cirrus\TRAIN003,58,0,0,0
TRAIN018,Cirrus,..\RETOUCHdata\Cirrus\TRAIN018,2,0,0,0
TRAIN003,Cirrus,..\RETOUCHdata\Cirrus\TRAIN003,40,0,0,0
TRAIN069,Topcon,..\RETOUCHdata\Topcon\TRAIN069,112,0,0,0
TRAIN066,Topcon,..\RETOUCHdata\Topcon\TRAIN066,112,0,0,0
TRAIN006,Cirrus,..\RETOUCHdata\Cirrus\TRAIN006,2,1,0,0
TRAIN055,Topcon,..\RETOUCHdata\Topcon\TRAIN055,113,0,0,0
TRAIN036,Spectralis,..\RETOUCHdata\Spectralis\TRAIN036,14,0,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,17,1,0,0
TRAIN005,Cirrus,..\RETOUCHdata\Cirrus\TRAIN005,106,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,77,1,0,0
TRAIN069,Topcon,..\RETOUCHdata\Topcon\TRAIN069,109,0,0,0
TRAIN003,Cirrus,..\RETOUCHdata\Cirrus\TRAIN003,14,0,0,0
TRAIN018,Cirrus,..\RETOUCHdata\Cirrus\TRAIN018,90,0,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,3,0,0,0
TRAIN029,Spectralis,..\RETOUCHdata\Spectralis\TRAIN029,40,0,0,0
TRAIN005,Cirrus,..\RETOUCHdata\Cirrus\TRAIN005,56,0,1,1
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,121,0,1,0
TRAIN059,Topcon,..\RETOUCHdata\Topcon\TRAIN059,21,0,0,0
TRAIN046,Spectralis,..\RETOUCHdata\Spectralis\TRAIN046,1,0,0,0
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,83,1,0,0
TRAIN024,Cirrus,..\RETOUCHdata\Cirrus\TRAIN024,75,0,0,0
TRAIN045,Spectralis,..\RETOUCHdata\Spectralis\TRAIN045,48,0,0,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,70,1,0,0
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,22,0,0,0
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,81,0,1,1
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,26,1,1,1
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,114,0,1,0
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,33,1,0,0
TRAIN011,Cirrus,..\RETOUCHdata\Cirrus\TRAIN011,48,1,1,0
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,22,0,0,0
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,80,0,0,0
TRAIN036,Spectralis,..\RETOUCHdata\Spectralis\TRAIN036,9,0,0,0
TRAIN041,Spectralis,..\RETOUCHdata\Spectralis\TRAIN041,10,0,0,0
TRAIN059,Topcon,..\RETOUCHdata\Topcon\TRAIN059,61,1,1,0
TRAIN004,Cirrus,..\RETOUCHdata\Cirrus\TRAIN004,73,0,1,1
TRAIN055,Topcon,..\RETOUCHdata\Topcon\TRAIN055,12,0,0,0
TRAIN036,Spectralis,..\RETOUCHdata\Spectralis\TRAIN036,16,0,0,0
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,104,0,1,1
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,45,1,1,1
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,54,1,1,1
TRAIN005,Cirrus,..\RETOUCHdata\Cirrus\TRAIN005,86,0,1,1
TRAIN049,Topcon,..\RETOUCHdata\Topcon\TRAIN049,36,0,0,0
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,60,1,1,1
TRAIN002,Cirrus,..\RETOUCHdata\Cirrus\TRAIN002,126,0,0,0
TRAIN003,Cirrus,..\RETOUCHdata\Cirrus\TRAIN003,62,1,0,0
TRAIN005,Cirrus,..\RETOUCHdata\Cirrus\TRAIN005,18,0,0,0
TRAIN024,Cirrus,..\RETOUCHdata\Cirrus\TRAIN024,103,0,0,0
TRAIN036,Spectralis,..\RETOUCHdata\Spectralis\TRAIN036,27,1,0,0
TRAIN005,Cirrus,..\RETOUCHdata\Cirrus\TRAIN005,39,0,1,1
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,18,0,0,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,30,1,0,0
TRAIN052,Topcon,..\RETOUCHdata\Topcon\TRAIN052,112,0,0,0
TRAIN055,Topcon,..\RETOUCHdata\Topcon\TRAIN055,52,0,0,1
TRAIN005,Cirrus,..\RETOUCHdata\Cirrus\TRAIN005,43,0,1,1
TRAIN003,Cirrus,..\RETOUCHdata\Cirrus\TRAIN003,110,0,0,0
TRAIN013,Cirrus,..\RETOUCHdata\Cirrus\TRAIN013,40,1,1,1
TRAIN015,Cirrus,..\RETOUCHdata\Cirrus\TRAIN015,46,0,1,1
TRAIN046,Spectralis,..\RETOUCHdata\Spectralis\TRAIN046,12,0,0,1
TRAIN001,Cirrus,..\RETOUCHdata\Cirrus\TRAIN001,93,1,0,0
TRAIN032,Spectralis,..\RETOUCHdata\Spectralis\TRAIN032,44,1,0,0
TRAIN054,Topcon,..\RETOUCHdata\Topcon\TRAIN054,98,0,0,0
TRAIN069,Topcon,..\RETOUCHdata\Topcon\TRAIN069,61,0,0,1
TRAIN066,Topcon,..\RETOUCHdata\Topcon\TRAIN066,2,0,0,0
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,30,0,0,0
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,111,1,0,0
TRAIN032,Spectralis,..\RETOUCHdata\Spectralis\TRAIN032,43,1,0,0
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,26,0,0,0
TRAIN059,Topcon,..\RETOUCHdata\Topcon\TRAIN059,45,1,0,0
TRAIN052,Topcon,..\RETOUCHdata\Topcon\TRAIN052,46,0,0,0
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,31,0,1,0
TRAIN024,Cirrus,..\RETOUCHdata\Cirrus\TRAIN024,25,0,0,0
TRAIN007,Cirrus,..\RETOUCHdata\Cirrus\TRAIN007,19,0,0,0
TRAIN018,Cirrus,..\RETOUCHdata\Cirrus\TRAIN018,27,0,0,0
TRAIN061,Topcon,..\RETOUCHdata\Topcon\TRAIN061,49,1,1,1
TRAIN010,Cirrus,..\RETOUCHdata\Cirrus\TRAIN010,64,1,0,0
TRAIN006,Cirrus,..\RETOUCHdata\Cirrus\TRAIN006,106,0,0,0
TRAIN022,Cirrus,..\RETOUCHdata\Cirrus\TRAIN022,28,1,0,0
TRAIN041,Spectralis,..\RETOUCHdata\Spectralis\TRAIN041,23,1,0,0
TRAIN049,Topcon,..\RETOUCHdata\Topcon\TRAIN049,32,0,0,0
TRAIN045,Spectralis,..\RETOUCHdata\Spectralis\TRAIN045,19,0,0,0
